domain,intent_group,intent,nn-NO,bm-NO,duration,transcription,spontaneous,channel_1,channel_2,speaker,dialect
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil setta på Hobbiten i 30 minuttar på lydbok,jeg vil sette på Hobbiten i 30 minutter på lydbok,5.522,eg vil setta på hobbiten i tretti minuttar på lydbok,False,MSV20201015-0930_mix_527115_532637_1.wav,MSV20201015-0930_mix_527115_532637_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil spele Hobbiten i 30 minuttar,jeg vil spille Hobbiten i 30 minutter,4.942,eg vil spele hobbiten i tretti minuttar,False,MSV20201015-0930_mix_532637_537579_1.wav,MSV20201015-0930_mix_532637_537579_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du lese 30 minuttar med Hobbiten,kan du lese 30 minutter med Hobbiten,3.842,kan du lese tretti minuttar med hobbiten,False,MSV20201015-0930_mix_537579_541421_1.wav,MSV20201015-0930_mix_537579_541421_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du lese Hobbiten på lydbok i 30 minuttar frå no,kan du lese Hobbiten på lydbok i 30 minutter fra nå,4.746,kan du lese hobbiten på lydbok i tretti minuttar fra nå,False,MSV20201015-0930_mix_543250_547996_1.wav,MSV20201015-0930_mix_543250_547996_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du setta på Hobbiten på lydbok i 30 minuttar ver så snill,kan du sette på Hobbiten på lydbok i 30 minutter vær så snill,6.528,kan du setta på hobbiten på lydbok i tretti minuttar vær så snill,False,MSV20201015-0930_mix_547996_554524_1.wav,MSV20201015-0930_mix_547996_554524_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du skru på lydboka i ein halvtime,kan du skru på lydboka i en halvtime,4.927,kan du skru på lydboka i en halvtime,False,MSV20201015-0930_mix_554524_559451_1.wav,MSV20201015-0930_mix_554524_559451_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du spela lydboka mi i 30 minuttar,kan du spille lydboka mi i 30 minutter,4.908,kan du spela lydboka mi i tretti minuttar,False,MSV20201015-0930_mix_559451_564359_1.wav,MSV20201015-0930_mix_559451_564359_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du vere så snill å spela Hobbiten i 30 minuttar,kan du være så snill å spille Hobbiten i 30 minutter,5.831,kan du være så snill å spela ly£ hobbiten i tretti minuttar,False,MSV20201015-0930_mix_564359_570190_1.wav,MSV20201015-0930_mix_564359_570190_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg få høyre 30 minuttar med Hobbiten på lydbok,kan jeg få høre 30 minutter med Hobbiten på lydbok,5.632,kan eg få høre tretti minuttar med hobbiten på lydbok,False,MSV20201015-0930_mix_570190_575822_1.wav,MSV20201015-0930_mix_570190_575822_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg få høyre på Hobbiten i 30 minuttar,kan jeg få høre på Hobbiten i 30 minutter,5.108,kan eg få høre på hobbiten i tretti minuttar,False,MSV20201015-0930_mix_575822_580930_1.wav,MSV20201015-0930_mix_575822_580930_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg sette på lydbok med Hobbiten i ein halvtime,kan jeg sette på lydbok med Hobbiten i en halvtime,2.937,kan eg sette på lydbok med hobbiten i en halvtime,False,MSV20201015-0930_mix_582388_585325_1.wav,MSV20201015-0930_mix_582388_585325_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les gjerne Hobbiten på lydbok i ein halvtime,les gjerne Hobbiten på lydbok i en halvtime,3.54,les gjerne hobbiten på lydbok i en halvtime,False,MSV20201015-0930_mix_593770_597310_1.wav,MSV20201015-0930_mix_593770_597310_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les Hobbiten frå no av i 30 minuttar,les Hobbiten fra nå av i 30 minutter,4.89,les hobbiten fra nå av i tretti minuttar,False,MSV20201015-0930_mix_597310_602200_1.wav,MSV20201015-0930_mix_597310_602200_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les Hobbiten i ein halvtime på lydbok takk,les Hobbiten i en halvtime på lydbok takk,5.24,les hobbiten i en halvtime på lydbok takk,False,MSV20201015-0930_mix_602200_607440_1.wav,MSV20201015-0930_mix_602200_607440_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les Hobbiten på lydbok men ikkje meir enn ein halvtime,les Hobbiten på lydbok men ikke mer enn en halvtime,5.66,les hobbiten på lydbok men ikkje meir enn en halvtime,False,MSV20201015-0930_mix_607440_613100_1.wav,MSV20201015-0930_mix_607440_613100_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les lydboka mi i 30 minuttar,les lydboka mi i 30 minutter,5.09,les lydboka mi i tretti minuttar,False,MSV20201015-0930_mix_613100_618190_1.wav,MSV20201015-0930_mix_613100_618190_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les lydboka mi i 30 minuttar frå no av,les lydboka mi i 30 minutter fra nå av,5.28,les lydboka mi i tretti minuttar fra nå av,False,MSV20201015-0930_mix_618190_623470_1.wav,MSV20201015-0930_mix_618190_623470_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,sett på lydboka Hobbiten i 30 minuttar takk,sett på lydboka Hobbiten i 30 minutter takk,5.884,sett på lydboka hobbiten i tretti minuttar takk,False,MSV20201015-0930_mix_623470_629354_1.wav,MSV20201015-0930_mix_623470_629354_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,sett på lydboka i ein halvtime er du snill,sett på lydboka i en halvtime er du snill,5.32,sett på lydboka i en halvtime er du snill,False,MSV20201015-0930_mix_629354_634674_1.wav,MSV20201015-0930_mix_629354_634674_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,skru på lydboka Hobbiten i 30 minuttar,skru på lydboka Hobbiten i 30 minutter,5.318,skru på lydboka hobbiten i tretti minuttar,False,MSV20201015-0930_mix_634674_639992_1.wav,MSV20201015-0930_mix_634674_639992_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel gjerne lydboka med namnet Hobbiten i ein halvtime,spill gjerne lydboka med navnet Hobbiten i en halvtime,5.846,spel gjerne lydboka med navnet hobbiten i en halvtime,False,MSV20201015-0930_mix_639992_645838_1.wav,MSV20201015-0930_mix_639992_645838_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel Hobbiten på lydbok i 30 minuttar ver så snill,spill Hobbiten på lydbok i 30 minutter vær så snill,5.776,spel hobbiten på lydbok i tretti minuttar vær så snill,False,MSV20201015-0930_mix_645838_651614_1.wav,MSV20201015-0930_mix_645838_651614_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel lydboka mi i ein halvtime,spill lydboka mi i en halvtime,4.512,spel lydboka mi i en halvtime,False,MSV20201015-0930_mix_651614_656126_1.wav,MSV20201015-0930_mix_651614_656126_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel lydboka mi for meg i 30 minuttar,spill lydboka mi for meg i 30 minutter,4.879,spel lydboka mi for meg i tretti minuttar,False,MSV20201015-0930_mix_656126_661005_1.wav,MSV20201015-0930_mix_656126_661005_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,start å lesa Hobbiten med ikkje les lenger enn ein halvtime,start å lese Hobbiten men ikke les lenger enn en halvtime,6.448,start å lesa hobbiten men ikkje les lenger enn en halvtime,False,MSV20201015-0930_mix_661005_667453_1.wav,MSV20201015-0930_mix_661005_667453_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,ver vennleg og spel lydboka mi i 30 minuttar,vennligst spill lydboka mi i 30 minutter,4.88,vennligst spel lydboka mi i tretti minuttar,False,MSV20201015-0930_mix_667453_672333_1.wav,MSV20201015-0930_mix_667453_672333_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,ver snill og sett på Hobbiten-lydboka i ein halvtime,vær snill og sett på Hobbiten-lydboka i en halvtime,5.409,vær snill og sett på hobbitenlydboka i en halvtime,False,MSV20201015-0930_mix_672333_677742_1.wav,MSV20201015-0930_mix_672333_677742_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,ver så vennleg og sett på Hobbiten i 30 minuttar på lydbok,vær så vennlig og sett på Hobbiten i 30 minutter på lydbok,5.738,vær så vennlig og sett på hobbiten i tretti minuttar på lydbok,False,MSV20201015-0930_mix_677742_683480_1.wav,MSV20201015-0930_mix_677742_683480_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,begynn å lese Hobbiten og les i 30 minuttar,begynn å lese Hobbiten og les i 30 minutter,4.45,begynn å lese hobbiten og les i tretti minuttar,False,MSV20201014-0930_mix_403179_407629_1.wav,MSV20201014-0930_mix_403179_407629_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,du kan godt spele av Hobbiten i 30 minuttar,du kan godt spille av Hobbiten i 30 minutter,2.413,du kan godt spille av hobbiten i tretti minuttar,False,MSV20201014-0930_mix_408459_410872_1.wav,MSV20201014-0930_mix_408459_410872_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,du må fortsetje å lese Hobbiten i ein halv time,du må fortsette å lese Hobbiten i en halv time,3.394,du må fortsette å lese hobbiten i en halv time,False,MSV20201014-0930_mix_414290_417684_1.wav,MSV20201014-0930_mix_414290_417684_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,du må sette på Hobbiten på lydbok i 30 minuttar,du må sette på Hobbiten på lydbok i 30 minutter,4.359,du må sette på hobbiten på lydbok i tretti minuttar,False,MSV20201014-0930_mix_418668_423027_1.wav,MSV20201014-0930_mix_418668_423027_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,du må spele 30 minuttar med Hobbiten,du må spille 30 minutter med Hobbiten,2.814,du må spille tretti minuttar med hobbiten,False,MSV20201014-0930_mix_423027_425841_1.wav,MSV20201014-0930_mix_423027_425841_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,du skal spele Hobbiten i 30 minuttar,du skal spille Hobbiten i 30 minutter,2.549,du skal spille hobbiten i tretti minuttar,False,MSV20201014-0930_mix_427060_429609_1.wav,MSV20201014-0930_mix_427060_429609_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,du skal spele Hobbiten i ein halvtime for meg,du skal spille Hobbiten i en halvtime for meg,3.337,du skal spille hobbiten i en halvtime for meg,False,MSV20201014-0930_mix_430211_433548_1.wav,MSV20201014-0930_mix_430211_433548_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,fortsett og les lydboken min i 30 minuttar,fortsett og les lydboken min i 30 minutter,3.92,fortsett og les lydboken min i tretti minuttar,False,MSV20201014-0930_mix_433803_437723_1.wav,MSV20201014-0930_mix_433803_437723_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,fortsett å lese Hobbiten i ein halv time,fortsett å lese Hobbiten i en halv time,3.026,fortsett å lese hobbiten i en halv time,False,MSV20201014-0930_mix_438281_441307_1.wav,MSV20201014-0930_mix_438281_441307_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,få høyre 30 minuttar med Hobbiten,få høre 30 minutter med Hobbiten,3.84,få høre tretti minuttar med hobbiten,False,MSV20201014-0930_mix_442009_445849_1.wav,MSV20201014-0930_mix_442009_445849_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,få høyre på Hobbiten i 30 minuttar,få høre på Hobbiten i 30 minutter,3.163,få høre på hobbiten i tretti minuttar,False,MSV20201014-0930_mix_445849_449012_1.wav,MSV20201014-0930_mix_445849_449012_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,får høyre Hobbiten i ein halv time er du snill,får høre Hobbiten i en halv time er du snill,2.619,får høre hobbiten i en halv time er du snill,False,MSV20201014-0930_mix_451222_453841_1.wav,MSV20201014-0930_mix_451222_453841_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil at du skal lesa lydboka mi i ein halv time,jeg vil at du skal lese lydboka mi i en halv time,4.609,eg vil at du skal lesa lydboka mi i en halv time,False,MSV20201014-0930_mix_454905_459514_1.wav,MSV20201014-0930_mix_454905_459514_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil fortsetje å høyre på lydboka mi i ein halv time,jeg vil fortsette å høre på lydboken min i en halv time,3.999,eg vil fortsette å høre på lydboken min i en halv time,False,MSV20201014-0930_mix_459514_463513_1.wav,MSV20201014-0930_mix_459514_463513_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil gjerne høyre på lydbok i 30 minuttar,jeg vil gjerne høre på lydbok i 30 minutter,4.224,eg vil gjerne høre på lydbok i tretti minuttar,False,MSV20201014-0930_mix_463513_467737_1.wav,MSV20201014-0930_mix_463513_467737_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil høyre 30 minuttar med lydbok,jeg vil høre 30 minutter med lydbok,3.04,eg vil høre tretti minuttar med lydbok,False,MSV20201014-0930_mix_467737_470777_1.wav,MSV20201014-0930_mix_467737_470777_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil høyra på 30 minuttar med Hobbiten takk,jeg vil høre på 30 minutter med Hobbiten takk,3.294,eg vil høra på tretti minuttar med hobbiten takk,False,MSV20201014-0930_mix_471641_474935_1.wav,MSV20201014-0930_mix_471641_474935_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil høyre på Hobbiten i 30 minuttar no,jeg vil høre på Hobbiten i 30 minutter nå,3.278,eg vil høre på hobbiten i tretti minuttar nå,False,MSV20201014-0930_mix_476571_479849_1.wav,MSV20201014-0930_mix_476571_479849_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil høyre på Hobbiten-lydboka men ikkje meir enn 30 minuttar,jeg vil høre på Hobbiten-lydboka men ikke mer enn 30 minutter,4.409,eg vil høre på hobbitenlydboka men ikkje meir enn tretti minuttar,False,MSV20201014-0930_mix_479849_484258_1.wav,MSV20201014-0930_mix_479849_484258_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil ha på lydboka no i 30 minuttar,jeg vil ha på lydboka nå i 30 minutter,3.331,eg vil ha på lydboka nå i tretti minuttar,False,MSV20201014-0930_mix_486137_489468_1.wav,MSV20201014-0930_mix_486137_489468_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,eg vil skru på Hobbiten i 30 minuttar no,jeg vil skru på Hobbiten i 30 minutter nå,4.462,eg vil skru på hobbiten i tretti minuttar nå,False,MSV20201014-0930_mix_489468_493930_1.wav,MSV20201014-0930_mix_489468_493930_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du fortsetje å lese lydboka i 30 minuttar,kan du fortsette å lese lydboka i 30 minutter,2.534,kan eg fortsette å lese lydboka i tretti minuttar,False,MSV20201014-0930_mix_495086_497620_1.wav,MSV20201014-0930_mix_495086_497620_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du lesa Hobbiten frå no og i 30 minuttar,kan du lese Hobbiten fra nå og i 30 minutter,2.54,kan du lesa hobbiten fra nå og i tretti minuttar,False,MSV20201014-0930_mix_499970_502510_1.wav,MSV20201014-0930_mix_499970_502510_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du sette på Hobbiten i 30 minuttar på lydbok,kan du sette på Hobbiten i 30 minutter på lydbok,3.14,kan du sette på hobbiten i tretti minuttar på lydbok,False,MSV20201014-0930_mix_505880_509020_1.wav,MSV20201014-0930_mix_505880_509020_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du sette på lydboka i 30 minuttar frå no,kan du sette på lydboka i 30 minutter fra nå,4.111,kan du sette på lydboka i tretti minuttar fra nå,False,MSV20201014-0930_mix_511270_515381_1.wav,MSV20201014-0930_mix_511270_515381_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du spele Hobbiten-lydboka i 30 minuttar,kan du spille Hobbiten-lydboken i 30 minutter,3.906,kan du spille hobbitenlydboken i tretti minuttar,False,MSV20201014-0930_mix_515381_519287_1.wav,MSV20201014-0930_mix_515381_519287_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan du starta å spela lydboka mi Hobbiten i 30 minuttar,kan du starte å spille lydboka mi Hobbiten i 30 minutter,5.279,kan du starta og spilla lydboka mi hobbiten i tretti minuttar,False,MSV20201014-0930_mix_520179_525458_1.wav,MSV20201014-0930_mix_520179_525458_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg fortsetje å høyre på Hobbiten i 30 minuttar frå no,kan jeg fortsette å høre på Hobbiten i 30 minutter fra nå,3.865,kan eg fortsette å høre på hobbiten i tretti minuttar fra nå,False,MSV20201014-0930_mix_525458_529323_1.wav,MSV20201014-0930_mix_525458_529323_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg få høyra på 30 minuttar med lydbok,kan jeg få høre på 30 minutter med lydbok,2.328,kan eg få høra på tretti minuttar med lydbok,False,MSV20201014-0930_mix_531044_533372_1.wav,MSV20201014-0930_mix_531044_533372_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg få setta på Hobbiten på lydbok i ein halvtime,kan jeg få sette på Hobbiten på lydbok i en halvtime,3.858,kan eg få setta på hobbiten på lydbok i en halvtime,False,MSV20201014-0930_mix_535648_539506_1.wav,MSV20201014-0930_mix_535648_539506_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,kan eg sette på lydboka mi i 30 minuttar,kan jeg sette på lydboken min i 30 minutter,2.753,kan eg sette på lydboken min i tretti minuttar,False,MSV20201014-0930_mix_540337_543090_1.wav,MSV20201014-0930_mix_540337_543090_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les Hobbiten for meg i ein halvtime,les Hobbiten for meg i en halvtime,2.252,les hobbiten for meg i en halvtime,False,MSV20201014-0930_mix_544763_547015_1.wav,MSV20201014-0930_mix_544763_547015_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les Hobbiten i ein halvtime frå no,les Hobbiten i en halvtime fra nå,2.012,les hobbiten i en halvtime fra nå,False,MSV20201014-0930_mix_548500_550512_1.wav,MSV20201014-0930_mix_548500_550512_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les Hobbiten på lydbok i 30 minuttar,les Hobbiten på lydbok i 30 minutter,2.976,les hobbiten på lydbok i tretti minuttar,False,MSV20201014-0930_mix_552463_555439_1.wav,MSV20201014-0930_mix_552463_555439_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les lydbok i 30 minuttar,les lydbok i 30 minutter,3.134,les lydbok i tretti minuttar,False,MSV20201014-0930_mix_556469_559603_1.wav,MSV20201014-0930_mix_556469_559603_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,les lydboka mi for meg i 30 minuttar,les lydboken min for meg i 30 minutter,3.934,les lydboken min for meg i tretti minuttar,False,MSV20201014-0930_mix_559603_563537_1.wav,MSV20201014-0930_mix_559603_563537_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,sett på Hobbiten på lydbok i ein halv time,sett på Hobbiten på lydbok i en halv time,3.411,sett på hobbiten på lydbok i en halv time,False,MSV20201014-0930_mix_564190_567601_1.wav,MSV20201014-0930_mix_564190_567601_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,sett på lydboka mi i 30 minuttar,sett på lydboka mi i 30 minutter,2.777,sett på lydboka mi i tretti minuttar,False,MSV20201014-0930_mix_569540_572317_1.wav,MSV20201014-0930_mix_569540_572317_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,skru på Hobbiten på lydbok i ein halvtime,skru på Hobbiten på lydbok i en halvtime,2.398,skru på hobbiten på lydbok i en halvtime,False,MSV20201014-0930_mix_574225_576623_1.wav,MSV20201014-0930_mix_574225_576623_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel av lydboka Hobbiten i 30 minuttar,spill av lydboka Hobbiten i 30 minutter,4.048,spill av lydboka hobbiten i tretti minuttar,False,MSV20201014-0930_mix_577496_581544_1.wav,MSV20201014-0930_mix_577496_581544_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel Hobbiten i 30 minuttar,spill Hobbiten i 30 minutter,2.793,spill hobbiten i tretti minuttar,False,MSV20201014-0930_mix_581544_584337_1.wav,MSV20201014-0930_mix_581544_584337_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel Hobbiten på lydbok i ein halvtime takk,spill Hobbiten på lydbok i en halvtime takk,3.393,spill hobbiten på lydbok i en halvtime takk,False,MSV20201014-0930_mix_585242_588635_1.wav,MSV20201014-0930_mix_585242_588635_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel lydboka i ein halvtime takk,spill lydboken i en halvtime takk,2.447,spill lydboken i en halvtime takk,False,MSV20201014-0930_mix_590405_592852_1.wav,MSV20201014-0930_mix_590405_592852_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,spel lydboka mi i 30 minuttar,spill lydboken min i 30 minutter,2.628,spill lydboken min i tretti minuttar,False,MSV20201014-0930_mix_595157_597785_1.wav,MSV20201014-0930_mix_595157_597785_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,start å lesa Hobbiten på lydbok og les i ein halv time,start å lese Hobbiten på lydbok og les i en halv time,4.464,start å lesa hobbiten på lydbok og les i en halv time,False,MSV20201014-0930_mix_597785_602249_1.wav,MSV20201014-0930_mix_597785_602249_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,ver så snill og sett på Hobbiten på lydbok i 30 minuttar,vær så snill og sett på Hobbiten på lydbok i 30 minutter,4.607,vær så snill og sett på hobbiten på lydbok i tretti minuttar,False,MSV20201014-0930_mix_602249_606856_1.wav,MSV20201014-0930_mix_602249_606856_2.wav,MSV,south-west
medier,lydbok,spill [<lydbok>] i <tidsmengde>,ver så snill og spel lydboka mi i 30 minuttar,vær så snill og spill lydboken min i 30 minutter,5.265,vær så snill og spill lydboken min i tretti minuttar,False,MSV20201014-0930_mix_606856_612121_1.wav,MSV20201014-0930_mix_606856_612121_2.wav,MSV,south-west
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],du kan gjerne skru ned lyden veldig mykje i filmen,du kan gjerne skru ned lyden veldig mye i filmen,5.724,du kan gjerne skru ned lyden veldig mye i filmen,False,MMN20211013-0934_mix_594297_600021_1.wav,MMN20211013-0934_mix_594297_600021_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],du kan skru ned ein god del,du kan skru ned en god del,2.756,du kan skru ned en god del,False,MMN20211013-0934_mix_601400_604156_1.wav,MMN20211013-0934_mix_601400_604156_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],du må skru ned volumet,du må skru ned volumet,4.116,du må skru ned volumet,False,MMN20211013-0934_mix_604156_608272_1.wav,MMN20211013-0934_mix_604156_608272_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],eg vil ha lågare lyd,jeg vil ha lavere lyd,3.068,jeg vil ha lavere lyd,False,MMN20211013-0934_mix_608272_611340_1.wav,MMN20211013-0934_mix_608272_611340_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],kan du skru ned lyden er du snill,kan du skru ned lyden er du snill,3.945,kan du skru ned lyden er du snill,False,MMN20211013-0934_mix_612750_616695_1.wav,MMN20211013-0934_mix_612750_616695_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],kan du skru volumet ned ver så snill,kan du skru volumet ned vær så snill,4.942,kan du skru volumet ned vær så snill,False,MMN20211013-0934_mix_616695_621637_1.wav,MMN20211013-0934_mix_616695_621637_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],kan du vere så snill å skru volumet litt ned,kan du være så snill å skru volumet litt ned,3.905,kan du være så snill å skru volumet litt ned,False,MMN20211013-0934_mix_626620_630525_1.wav,MMN20211013-0934_mix_626620_630525_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],sett lyden til filmen ned,sett lyden til filmen ned,4.991,sett lyden til filmen ned,False,MMN20211013-0934_mix_630525_635516_1.wav,MMN20211013-0934_mix_630525_635516_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],sett ned lydnivået,sett ned lydnivået,4.172,sett ned lydnivået,False,MMN20211013-0934_mix_635516_639688_1.wav,MMN20211013-0934_mix_635516_639688_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],skru lyden veldig mykje ned,skru lyden veldig mye ned,3.76,skru lyden veldig mye ned,False,MMN20211013-0934_mix_639688_643448_1.wav,MMN20211013-0934_mix_639688_643448_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],skru ned,skru ned,3.392,skru ned,False,MMN20211013-0934_mix_643448_646840_1.wav,MMN20211013-0934_mix_643448_646840_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],skru ned lyden mange hakk,skru ned lyden mange hakk,4.816,skru ned lyden mange hakk,False,MMN20211013-0934_mix_646840_651656_1.wav,MMN20211013-0934_mix_646840_651656_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],skru ned lyden på mobilen,skru ned lyden på mobilen,3.774,skru ned lyden på mobilen,False,MMN20211013-0934_mix_653340_657114_1.wav,MMN20211013-0934_mix_653340_657114_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],skru ned lyden veldig mykje i filmen,skru ned lyden veldig mye i filmen,4.701,skru ned lyden veldig mye i filmen,False,MMN20211013-0934_mix_657114_661815_1.wav,MMN20211013-0934_mix_657114_661815_2.wav,MMN,mid
medier,mediekontroll,demp volum [<relativ mengde>] [på <enhet>] [i <medium>],skru ned mobilvolumet,skru ned mobilvolumet,3.508,skru ned mobilvolumet,False,MMN20211013-0934_mix_665120_668628_1.wav,MMN20211013-0934_mix_665120_668628_2.wav,MMN,mid
